url,election,office,position,candidate1,party1,votes1,candidate2,party2,votes2,candidate3,party3,votes3,candidate4,party4,votes4,candidate5,party5,votes5,candidate6,party6,votes6,candidate7,party7,votes7,candidate8,party8,votes8,candidate9,party9,votes9,candidate10,party10,votes10,votes_yes1,votes_no1,votes_yes2,votes_no2,votes_yes3,votes_no3,votes_yes4,votes_no4,votes_yes5,votes_no5,votes_yes6,votes_no6,votes_yes7,votes_no7,votes_yes8,votes_no8,votes_yes9,votes_no9,votes_yes10,votes_no10,candidate11,votes_yes11,votes_no11
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,24th Judicial District (Blair County),"MILLIRON, DANIEL J.",(D/R),"20,943","BISTLINE, MARYANN JOYCE",(DEM),"12,690","SULLIVAN, TIMOTHY M.",(REP),"16,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,27th Judicial District (Washington County),"BELL, JANET MOSCHETTA",(DEM),"21,371","KUROWSKI, CHARLES E.",(DEM),"16,746","DISALLE, JOHN",(REP),"24,575","FITCH, COLIN",(REP),"17,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,32nd Judicial District (Delaware County),"BRADLEY, JAMES P.",(D/R),"88,344","NILON, JAMES F.",(D/R),"85,454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,36th Judicial District (Beaver County,"KUNSELMAN, DEBORAH A.",(D/R),"30,508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,37th Judicial District (Forest & Warren Counties),"SKERDA, MAUREEN A.",(DEM),"6,696","ARANYOS, JOHN A.",(REP),"5,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,41st Judicial District (Juniata & Perry Counties),"MORROW, KATHY A. KATE",(D/R),"13,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,42nd Judicial District (Bradford County),"SMITH, JEFFREY A.",(D/R),"8,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,43rd Judicial District (Monroe County),"WISE, JENNIFER ANN",(DEM),"8,540","ZULICK, ARTHUR L.",(D/R),"15,277","MARK, JON",(REP),"11,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,45th Judicial District (Lackawanna County),"MUNLEY, TOM",(D/R),"49,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,47th Judicial District (Cambria County),"TULOWITZKI, DAVID",(D/R),"28,297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,48th Judicial District (McKean County),"CLELAND, JOHN M.",(D/R),"5,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,49th Judicial District (Centre County),"LUNSFORD, BRADLEY P.",(D/R),"19,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,50th Judicial District (Butler County),"MCCUNE, TIM",(D/R),"27,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,53rd Judicial District (Lawrence County),"MANGINO, MATTHEW T.",(DEM),"12,391","HODGE, JOHN W.",(REP),"12,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,56th Judicial District (Carbon County),"ADDY, DAVID",(D/R),"9,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas,58th Judicial District (Mifflin County),"WILLIAMS, RICK",(D/R),"5,639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),1st Judicial District (Philadelphia County),"BERRY , WILLIS W.",,,"BRIGHT , GWENDOLYN N.",,,"CARRAFIELLO , MATTHEW D.",,,"COOPERMAN , AMANDA",,,"FOX , IDEE C.",,,"HUGHES , RENEE CARDWELL",,,"LACHMAN , MARLENE F.",,,"MCINERNEY , PATRICIA",,,"RANSOM , LILLIAN HARRIS",,,"SYLVESTER , ESTHER R.",,,"49,925","11,524","47,656","10,951","45,926","10,490","44,112","9,598","46,741","11,600","47,171","10,512","44,227","10,391","44,554","9,202","48,306","10,505","47,698","11,019","YOUNGE , JOHN MILTON","43,200","10,781"
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),2nd Judicial District (Lancaster County),"FARINA , LOUIS J.",,,"GEORGELIS , MICHAEL A.",,,,,,,,,,,,,,,,,,,,,,,,,,,"28,749","14,626","29,978","13,873",,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),5th Judicial District (Allegheny County),"FRIEDMAN , JUDITH L. A.",,,"KELLY , ROBERT A.",,,"LITTLE , WALTER R.",,,"MACHEN , DONALD E.",,,"MCDANIEL , DONNA JO",,,"O'REILLY , TIMOTHY PATRICK",,,,,,,,,,,,,,,"100,505","71,953","97,231","70,922","89,676","77,912","89,433","76,333","103,906","68,124","101,644","69,175",,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),6th Judicial District (Erie County),"CONNELLY , SHAD",,,"CUNNINGHAM , WILLIAM RUSTY",,,"DISANTIS , ERNEST J.",,,,,,,,,,,,,,,,,,,,,,,,"29,981","10,298","32,131","8,780","31,649","8,521",,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),7th Judicial District (Bucks County),"LAWLER , DANIEL J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,613","18,997",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),9th Judicial District (Cumberland County),"HESS , KEVIN A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,542","17,021",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),15th Judicial District (Chester County),"GAVIN , THOMAS G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,044","9,642",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),19th Judicial District (York County),"KENNEDY , JOHN S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,095","13,342",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),23rd Judicial District (Berks County),"LIEBERMAN , STEPHEN B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,637","14,278",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),27th Judicial District (Washington County),"EMERY , KATHERINE B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,551","13,774",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),32nd Judicial District (Delaware County),"ZETUSKY , EDWARD J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,512","14,392",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),45th Judicial District (Lackawanna County),"MINORA , CARMEN D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,328","5,998",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),47th Judicial District (Cambria County),"LONG , GERARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,852","9,715",,,,,,,,,,,,,,,,,,,,,
https://www.electionreturns.pa.gov/_ENR/General/OfficeResults?OfficeID=14&ElectionID=14&ElectionType=G&IsActive=0,2005 Municipal Election,Judge of the Court of Common Pleas (Retention),53rd Judicial District (Lawrence County),"MOTTO , DOMINICK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,687","4,737",,,,,,,,,,,,,,,,,,,,,
